s_bp	balanced.avg.smoothed	label
2000000	0.016415035201957032	Liver
3000000	0.015070863043278145	Liver
4000000	0.014020257849214986	Liver
5000000	0.013268240279746041	Liver
6000000	0.012716571153801409	Liver
7000000	0.01229206010805542	Liver
8000000	0.011945268470027862	Liver
9000000	0.011647909265609753	Liver
10000000	0.01138539585763557	Liver
11000000	0.011148630649368618	Liver
12000000	0.010930634359878826	Liver
13000000	0.010725989984959418	Liver
14000000	0.010530709787823915	Liver
15000000	0.01034187037649802	Liver
16000000	0.010157250192150741	Liver
17000000	0.009975096802538911	Liver
18000000	0.009794041099765694	Liver
19000000	0.009613108180089923	Liver
20000000	0.009431737711891213	Liver
21000000	0.009249749227860623	Liver
22000000	0.009067300114576314	Liver
23000000	0.00888479958191906	Liver
24000000	0.00870282065081538	Liver
25000000	0.008522010603778628	Liver
26000000	0.00834302687843308	Liver
27000000	0.008166481122752174	Liver
28000000	0.007992904507637476	Liver
29000000	0.007822731900454929	Liver
30000000	0.0076562981430493265	Liver
31000000	0.007493835723246359	Liver
32000000	0.007335489836206578	Liver
33000000	0.007181329450777485	Liver
34000000	0.007031357694050778	Liver
35000000	0.00688552867163427	Liver
36000000	0.006743762411391353	Liver
37000000	0.006605949415324316	Liver
38000000	0.006471965390721191	Liver
39000000	0.006341679228693742	Liver
40000000	0.006214953487497469	Liver
41000000	0.006091653606566167	Liver
42000000	0.005971648754588256	Liver
43000000	0.005854816318993107	Liver
44000000	0.005740137016452519	Liver
45000000	0.005630206404610869	Liver
46000000	0.005521407860758817	Liver
47000000	0.005416984628280683	Liver
48000000	0.005313684950526497	Liver
49000000	0.0052144249397974	Liver
50000000	0.005116295227017755	Liver
51000000	0.005021901227805952	Liver
52000000	0.004928652926846909	Liver
53000000	0.004838863397321326	Liver
54000000	0.004750235833953878	Liver
55000000	0.004664813610533031	Liver
56000000	0.004580568768664446	Liver
57000000	0.004499296498567338	Liver
58000000	0.00441921236196346	Liver
59000000	0.004341886488696559	Liver
60000000	0.004265751650397892	Liver
61000000	0.004192177526393189	Liver
62000000	0.004119792827406732	Liver
63000000	0.004049786447299065	Liver
64000000	0.003980960577387356	Liver
65000000	0.00391434454787417	Liver
66000000	0.0038488964696777226	Liver
67000000	0.0037855024357954913	Liver
68000000	0.0037232605302131004	Liver
69000000	0.003662928469245082	Liver
70000000	0.003603729069622466	Liver
71000000	0.0035463059837972026	Liver
72000000	0.003489995857902436	Liver
73000000	0.0034353382198059326	Liver
74000000	0.003381773411997081	Liver
75000000	0.003329746130923953	Liver
76000000	0.0032787900863355934	Liver
77000000	0.003229264774936737	Liver
78000000	0.0031807910055927143	Liver
79000000	0.003133648582784722	Liver
80000000	0.003087536960962589	Liver
81000000	0.003042664150708699	Liver
82000000	0.0029988027939044353	Liver
83000000	0.002956093970415886	Liver
84000000	0.002914377753284175	Liver
85000000	0.0028737335505421855	Liver
86000000	0.0028340621728480276	Liver
87000000	0.0027953876585357354	Liver
88000000	0.002757676079686709	Liver
89000000	0.002720890817822088	Liver
90000000	0.0026849990906646537	Liver
91000000	0.002650064418006221	Liver
92000000	0.002615958686497482	Liver
93000000	0.002582653533666745	Liver
94000000	0.0025503061816311255	Liver
95000000	0.002518699891172057	Liver
96000000	0.002487810149480212	Liver
97000000	0.0024578727375126515	Liver
98000000	0.002428597128466102	Liver
99000000	0.0023999621608926046	Liver
100000000	0.0023722679134919973	Liver
101000000	0.002345164069771071	Liver
102000000	0.0023186323825949637	Liver
103000000	0.0022930239847620626	Liver
104000000	0.0022679417738052598	Liver
105000000	0.0022433700328646786	Liver
106000000	0.00221969882830985	Liver
107000000	0.0021964961628273346	Liver
108000000	0.002173748512240897	Liver
109000000	0.002151873989205373	Liver
110000000	0.0021304163609466866	Liver
111000000	0.0021093639994928994	Liver
112000000	0.0020891534617211447	Liver
113000000	0.002069313650756518	Liver
114000000	0.002049834574967249	Liver
115000000	0.002031163204088327	Liver
116000000	0.0020128213664721627	Liver
117000000	0.001994800479901371	Liver
118000000	0.0019775501126970867	Liver
119000000	0.0019605926159354374	Liver
120000000	0.0019439206184240431	Liver
121000000	0.0019279812010170245	Liver
122000000	0.0019123020647138411	Liver
123000000	0.001896876877661545	Liver
124000000	0.0018821452686490006	Liver
125000000	0.001867645023969276	Liver
126000000	0.0018533707023213402	Liver
127000000	0.001839750753565677	Liver
128000000	0.001826336546014405	Liver
129000000	0.0018131234005554894	Liver
130000000	0.0018005949927012042	Liver
131000000	0.0017882481673089626	Liver
132000000	0.0017760789363694667	Liver
133000000	0.0017640834287980345	Liver
134000000	0.001752786340351444	Liver
135000000	0.0017416447881043438	Liver
136000000	0.0017306555021657612	Liver
137000000	0.0017198153047670564	Liver
138000000	0.0017096164480207969	Liver
139000000	0.0016995510585731666	Liver
140000000	0.0016896164483261812	Liver
141000000	0.0016798100020142337	Liver
142000000	0.0016705903832044608	Liver
143000000	0.0016614855350189329	Liver
144000000	0.0016524932410274585	Liver
145000000	0.001643611342605238	Liver
146000000	0.0016352644274342763	Liver
147000000	0.0016270164446608774	Liver
148000000	0.0016188655605601275	Liver
149000000	0.0016108099874848204	Liver
150000000	0.001603241685528883	Liver
151000000	0.0015957588776525416	Liver
152000000	0.0015883600414335435	Liver
153000000	0.0015810436913427435	Liver
154000000	0.0015741695840685436	Liver
155000000	0.001567369567883848	Liver
156000000	0.0015606423738878587	Liver
157000000	0.0015539867628634693	Liver
158000000	0.0015477321709165884	Liver
159000000	0.0015415419767605216	Liver
160000000	0.0015354151185510132	Liver
